store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
CASTLETON - IN,140,6020 EAST 82ND STREET ,,INDIANAPOLIS ,IN,46250,United States,3179151844,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MUNCIE - IN,317,3501 NORTH GRANVILLE AVENUE ,,MUNCIE ,IN,47303,United States,7652541393,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 05:30 PM,,0
HAMILTON TOWN CENTER - IN,751,13170 Harrell Parkway ,,Noblesville ,IN,46060,United States,3177769322,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
KING'S PLAZA - NY,503,5230 KING'S PLAZA ,,BROOKLYN ,NY,11234,United States,7187242377,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 10:00 PM; SUNDAY 11:00 AM - 08:00 PM,,0
STATEN ISLAND - NY,314,2655 RICHMOND AVENUE ,,STATEN ISLAND ,NY,10314,United States,7187610020,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
THE FOUNTAINS AT FARAH - TX,735,8889 GATEWAY WEST ,,EL PASO ,TX,79925,United States,9155993033,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
ROSS PARK - PA,115,1000 ROSS PARK MALL DR. ,,PITTSBURGH ,PA,15237,United States,4123646173,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
JERSEY GARDENS - NJ,91,651 KAPKWOSKI ROAD ,,ELIZABETH ,NJ,07201,United States,9082898094,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
GREEN ACRES - NY,444,1004 GREEN ACRES MALL VALLEY STREAM ,,,NY,11581,United States,5168250560,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
SHOP AT ATLAS PARK - NY,726,8028 COOPER AVE. ,,GLENDALE ,NY,11385,United States,7188940245,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 11:00 AM - 08:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 11:00 AM - 08:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 11:00 AM - 08:00 PM; SUNDAY 11:00 AM - 08:00 PM,,0
COLUMBIA MALL - MO,793,2300 BERNADETTE DRIVE ,,COLUMBIA ,MO,65203,United States,5734450501,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
NEWPORT - NJ,309,30 MALL DRIVE WEST ,,JERSEY CITY ,NJ,07310,United States,2014206999,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 10:00 AM - 06:00 PM,,0
QUEENS - NY,410,90-15 QUEENS BLVD ,,ELMHURST ,NY,11373,United States,7182715807,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 08:00 PM,,0
LIVINGSTON - NJ,194,112 EISENHOWER PARKWAY ,,LIVINGSTON ,NJ,07039,United States,9739944120,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
ROOSEVELT - NY,61,630 OLD COUNTRY RD ,,GARDEN CITY ,NY,11530,United States,5168737570,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
SUNRISE - NY,152,719 SUNRISE MALL ,,MASSAPEQUA ,NY,11758,United States,5167658100,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
BROADWAY - NY,144,878 BROADWAY MALL ,,HICKSVILLE ,NY,11801,United States,5168710031,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
BELDEN - OH,384,4145 BELDEN VILLAGE MALL ,,CANTON ,OH,44718,United States,3303051081,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WHITE OAKS - IL,192,2501 W. WABASH AVE. ,,SPRINGFIELD ,IL,62704,United States,2177877313,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
ARCHES AT DEER PARK - NY,590,152 THE ARCHES CIRCLE ,,DEER PARK ,NY,11729,United States,6315862340,,,MONDAY 09:00 AM - 09:00 PM; TUESDAY 09:00 AM - 09:00 PM; WEDNESDAY 09:00 AM - 09:00 PM; THURSDAY 09:00 AM - 09:00 PM; FRIDAY 09:00 AM - 09:00 PM; SATURDAY 09:00 AM - 09:00 PM; SUNDAY 10:00 AM - 08:00 PM,,0
ROCKAWAY - NJ,201,301 MT. HOPE AVENUE ,,ROCKAWAY ,NJ,07866,United States,9735375599,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
EL PASO OUTLET - TX,588,7051 SOUTH DESERT BLVD ,,CANUTILLO ,TX,79835,United States,9158779373,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
NITTANY - PA,504,2901 EAST COLLEGE AVE ,,STATE COLLEGE ,PA,16801,United States,8142311872,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
MALL AT BAY PLAZA - NY,756,200 Baychester Ave. ,,Bronx ,NY,10457,United States,7186712302,,,MONDAY 10:00 AM - 10:00 PM; TUESDAY 10:00 AM - 10:00 PM; WEDNESDAY 10:00 AM - 10:00 PM; THURSDAY 10:00 AM - 10:00 PM; FRIDAY 10:00 AM - 10:00 PM; SATURDAY 10:00 AM - 10:00 PM; SUNDAY 11:00 AM - 08:00 PM,,0
SOUTHERN PARK - OH,148,7401 MARKET STREET ,,YOUNGSTOWN ,OH,44512,United States,3309651680,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WESTGATE - TX,438,7701 WEST INTERSTATE 40 ,,AMARILLO ,TX,79121,United States,8063568704,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
MARKET PLACE - IL,508,2000 NORTH NEIL ST. ,,CHAMPAIGN ,IL,61821,United States,2173594090,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
WOODBRIDGE - NJ,185,250 WOODBRIDGE CENTER DRIVE ,,WOODBRIDGE ,NJ,07095,United States,7323260005,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
TIPPECANOE - IN,172,2415 SAGAMORE PARKWAY ,,SOUTH LAFAYETTE ,IN,47905,United States,7654483407,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
SMITH HAVEN - NY,141,458 SMITH ,,HAVEN MALL LAKE GROVE ,NY,11755,United States,6317241982,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
CHAPEL HILL - OH,380,2000 BRITAIN ROAD ,,AKRON ,OH,44310,United States,3306302863,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
RIVERHEAD - NY,286,1410 Tanger Mall Drive ,,RIVERHEAD ,NY,11901,United States,6312083049,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 08:00 PM,,0
CROSS COUNTY - NY,501,4 XAVIER DRIVE ,,YONKERS ,NY,10704,United States,9143752791,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
THE CROSSING OUTLET - PA,557,1000 PREMIUM OUTLETS DR. ,,TANNERSVILLE ,PA,18372,United States,5706297351,,,MONDAY 10:00 AM - 07:00 PM; TUESDAY 10:00 AM - 07:00 PM; WEDNESDAY 10:00 AM - 07:00 PM; THURSDAY 10:00 AM - 07:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
SUMMIT - OH,517,3265 WEST MARKET ST. ,,FAIRLAWN ,OH,44333,United States,3308641379,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
GROVE CITY - PA,543,1911 LEESBURG GROVE CITY ROAD ,,GROVE CITY ,PA,16127,United States,7247483186,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 10:00 AM - 07:00 PM,,0
WHITE PLAINS - NY,382,100 MAIN ST ,,WHITE PLAINS ,NY,10601,United States,9149493508,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
ROCKLAND PLAZA - NY,820,66 ROCKLAND PLAZA ROUTE 59 ,,NANUET ,NY,10954,United States,8456234170,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
PARAMUS - NJ,196,700 PARAMUS PARK ,,PARAMUS ,NJ,07652,United States,2012618190,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY Closed,,0
MESILLA VALLEY - NM,494,700 S. TELSHOR BLVD. ,,LAS CRUCES ,NM,88011,United States,5755213012,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
WILLOWBROOK MALL - NJ,807,2115 WILLOWBROOK MALL ,,WAYNE ,NJ,07470,United States,9737851759,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
PALISADES - NY,75,2512 PALISADES CENTER DRIVE WEST ,,NYACK ,NY,10994,United States,8453581276,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
TRUMBULL - CT,548,5065 MAIN ST ,,TRUMBULL ,CT,06611,United States,2033739512,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
SOUTHPARK - OH,295,500 SOUTH PARK CENTER ,,STRONGSVILLE ,OH,44136,United States,4402389904,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
JEFFERSON VALLEY - NY,259,650 LEE BOULEVARD ,,YORKTOWN HEIGHTS ,NY,10598,United States,9149623286,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 07:00 PM,,0
SUMMIT FAIR - MO,753,880 Northwest Blue Parkway ,,Lees Summit ,MO,64086,United States,8165252159,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
STAMFORD - CT,342,100 GREYROCK PLACE ,,STAMFORD ,CT,06901,United States,2033253584,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 06:00 PM; WEDNESDAY 10:00 AM - 06:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
TOWNE WEST - KS,267,W 4600 ,,KELLOGG WICHITA ,KS,67209,United States,3169424760,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
GREAT NORTHERN - OH,238,700 GREAT NORTHERN MALL ,,OLMSTEAD ,OH,44070,United States,4408011137,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
TOWN EAST - KS,305,E 7700 KELLOGG DRIVE ,,WICHITA ,KS,67207,United States,3166880084,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
CONNECTICUT POST - CT,287,1201 BOSTON POST RD ,,MILFORD ,CT,06460,United States,2033019065,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
DANBURY FAIR - CT,554,7 BACKUS AVENUE ,,DANBURY ,CT,06810,United States,2037941996,,,MONDAY 10:00 AM - 07:00 PM; TUESDAY 10:00 AM - 07:00 PM; WEDNESDAY 10:00 AM - 07:00 PM; THURSDAY 10:00 AM - 07:00 PM; FRIDAY 10:00 AM - 07:00 PM; SATURDAY 10:00 AM - 07:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
GLENBROOK - IN,159,4201 COLDWATER ROAD FORT ,,WAYNE ,IN,46805,United States,2604719557,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
SOUTH SHORE - NY,736,1701 SUNRISE HIGHWAY ,,BAY SHORE ,NY,11706,United States,6316650462,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
VIEWMONT - PA,431,18 VIEWMONT MALL ,,SCRANTON ,PA,18508,United States,5703432446,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
ZONA ROSA - MO,429,7260 NE 86TH PL ,,KANSAS CITY ,MO,64153,United States,8167412547,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 05:00 PM,,0
POUGHKEEPSIE - NY,447,2001 SOUTH RD ,,POUGHKEEPSIE ,NY,12601,United States,8452961013,,,MONDAY 10:00 AM - 09:30 PM; TUESDAY 10:00 AM - 09:30 PM; WEDNESDAY 10:00 AM - 09:30 PM; THURSDAY 10:00 AM - 09:30 PM; FRIDAY 10:00 AM - 09:30 PM; SATURDAY 10:00 AM - 09:30 PM; SUNDAY 11:00 AM - 06:00 PM,,0
BRASS MILL - CT,492,BRASS MILL CENTER 495 UNION ST. ,,WATERBURY ,CT,06706,United States,2035731967,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
EASTLAND MALL - IL,769,1615 EAST EMPIRE ST. ,,BLOOMINGTON ,IL,61701,United States,3096612866,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 12:00 PM - 06:00 PM,,0
MERIDEN - CT,89,470 LEWIS AVENUE ,,MERIDEN ,CT,06451,United States,2036301348,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
NORTHWOODS - IL,510,2200 W. WAR MEMORIALl DR. ,,PEORIA ,IL,61613,United States,3096867049,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
FOXWOODS OUTLET CENTER - CT,745,455 TROLLEY LINE BLVD ,,MASHANTUCKET ,CT,06338,United States,8602135266,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
OAK PARK - KS,495,11615 W. 95TH ST. ,,OVERLAND PARK ,KS,66214,United States,9134959483,,,MONDAY 10:00 AM - 09:00 PM; TUESDAY 10:00 AM - 09:00 PM; WEDNESDAY 10:00 AM - 09:00 PM; THURSDAY 10:00 AM - 09:00 PM; FRIDAY 10:00 AM - 09:00 PM; SATURDAY 10:00 AM - 09:00 PM; SUNDAY 11:00 AM - 06:00 PM,,0
FRANKLIN PARK - OH,333,5001 MONROE STREET ,,TOLEDO ,OH,43623,United States,4194749504,,,MONDAY 09:00 AM - 10:00 PM; TUESDAY 09:00 AM - 10:00 PM; WEDNESDAY 09:00 AM - 10:00 PM; THURSDAY 09:00 AM - 10:00 PM; FRIDAY 09:00 AM - 10:00 PM; SATURDAY 09:00 AM - 10:00 PM; SUNDAY 11:00 AM - 07:00 PM,,0
