store_name,store_number,address,address2,city,state,zip_code,country,phone_number,latitude,longitude,store_hours,other_fields,coming_soon
Champions Forest Plaza,2416,5448 FM 1960 West,,Houston,TX,77069,US,(281) 444-8420,29.9814038,-95.5120637,Sun:12:00PM -  6:00PM; ,,0
802 King Street,2417,802 King Street,,Alexandria,VA,22314,US,(703) 535-1050,38.8052006,-77.048216,Sun:12:00PM -  6:00PM; ,,0
Southlake Town Square,2418,300 Grand Ave E,,Southlake,TX,76092,US,(817) 251-8797,32.9441449,-97.1297759,Sun:12:00PM -  6:00PM; ,,0
MacArthur Center,2419,"300 Monticello Ave, Ste 216",,Norfolk,VA,23510,US,(757) 627-4460,36.8494928,-76.2893703,Sun:12:00PM -  6:00PM; ,,0
Biltmore Village,2420,"10 Brook Street, Ste 100",,Asheville,NC,28803,US,(828) 274-2922,35.5670456,-82.5410173,Mon - Fri:9:00AM -  7:00PM; ,,0
The Shoppes at Eastchase,2421,6878 Eastchase Parkway,,Montgomery,AL,36117,US,(334) 215-7822,32.3577352,-86.1656163,Sun:12:00PM -  6:00PM; ,,0
Pinnacle Hills Promenade,2422,"2203 Promenade Blvd, Ste 2140",,Rogers,AR,72758,US,(479) 633-0239,36.3074909,-94.1735802,Sun:12:00PM -  6:00PM; ,,0
Dulaney Plaza,2423,820 Dulaney Valley Road,,Towson,MD,21204,US,(410) 296-8326,39.404799,-76.6026299,Sun:12:00PM -  6:00PM; ,,0
Brookside Shops,2424,"145 Great Rd, Spc 4",,Acton,MA,01720,US,(978) 263-6542,42.4826946,-71.4145229,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at Bradley Park,2425,"6401 Whitesville Road, Ste 200",,Columbus,GA,31904,US,(706) 322-3400,32.536481,-84.966493,Sun:12:00PM -  6:00PM; ,,0
The Bay Terrace at Bayside,2426,2360 Bell Blvd,,Bayside,NY,11360,US,(718) 224-1256,40.7806953,-73.7753795,Sun:11:00AM -  6:00PM; ,,0
City Place at The Promenade,2427,74 The Promenade,,Edgewater,NJ,07020,US,(201) 941-5147,40.8069037,-73.9897221,Sun:Closed; ,,0
South Shore Plaza,2428,"250 Granite Street, # 1051",,Braintree,MA,02184,US,(781) 848-9992,42.2217222,-71.0220568,Sun:11:00AM -  6:00PM; ,,0
LaCenterra at Cinco Ranch,2432,"23501 Cinco Ranch Bouleva, Ste G110",,Katy,TX,77494,US,(281) 574-1980,29.7430021,-95.7769571,Sun:12:00PM -  6:00PM; ,,0
Lee Premium Outlets,2433,"470 Premium Outlets Blvd, Suite 470",,Lee,MA,01238,US,(413) 243-4967,42.2956708,-73.2333835,Mon - Thu:9:00AM -  9:00PM; ,,0
Tanger Outlet Center Ocean City,2434,"12741 Ocean Gateway, Suite 690",,Ocean City,MD,21842,US,(410) 213-7434,38.337998,-75.1064745,Sun:10:00AM -  7:00PM; ,,0
Palm Beach Outlets,2435,1771 Palm Beach Lakes,,West Palm Beach,FL,33401,US,(561) 328-2168,26.7247165,-80.0882746,Sun:11:00AM -  7:00PM; ,,0
Assembly Row,2436,541 Assembly Row.,,Somerville,MA,02145,US,(617) 863-3901,42.3946959,-71.0793051,Sun:11:00AM -  6:00PM; ,,0
The Fresh Market at Pawley's Island,2437,"11421-B Ocean Highway, Suite B",,Pawley's Island,SC,29585,US,(843) 235-0792,33.4503091,-79.1204172,Sun:11:00AM -  6:00PM; ,,0
Northlake Mall,2438,6801 Northlake Mall Dr,,Charlotte,NC,28216,US,(704) 921-4120,35.352549,-80.851181,Sun:12:00PM -  6:00PM; ,,0
Rushmore Mall,2439,2200 North Maple Ave,,Rapid City,SD,57701,US,(605) 348-4894,44.1075805,-103.2120398,Mon - Fri:10:00AM -  8:00PM; ,,0
The Shops at River Park,2468,45 Via La Plata,,Fresno,CA,93720,US,(559) 438-8045,36.8481475,-119.7901125,Mon - Fri:10:00AM -  8:00PM; ,,0
The Orchard (Orchard Park),2469,"4005 N Buffalo Rd, Ste 400",,Orchard Park,NY,14127,US,(716) 662-9032,42.7740966,-78.7444611,Sun:12:00PM -  5:00PM; ,,0
North Park Crossing Shopping Center,2470,"320 Geneva Ave, Ste 400",,Joplin,MO,64801,US,(417) 206-3300,37.0873642,-94.4756912,Mon - Wed:10:00AM -  9:00PM; ,,0
Colonial Pinnacle at Turkey Creek,2471,11321 Parkside Drive,,Knoxville,TN,37934,US,(865) 966-9150,35.9018204,-84.159678,Sun:12:00PM -  6:00PM; ,,0
CherryVale Mall,2473,"7160 Harrison Avenue, Ste 4",,Rockford,IL,61112,US,(815) 332-3121,42.244451,-88.977401,Mon - Fri:10:00AM -  7:00PM; ,,0
Shops at University Square,2474,"111 S Broadway, Ste 216",,Rochester,MN,55904,US,(507) 536-4533,44.0224899,-92.4634778,Mon - Thu:8:30AM -  8:30PM; ,,0
Village at Stone Oak,2475,"22702 US Hwy 281 N, Ste 101",,San Antonio,TX,78258,US,(210) 404-0700,29.6534003,-98.4491371,Sun:12:00PM -  6:00PM; ,,0
Pinecrest Plaza,2490,5 Pinecrest Place,,Southern Pines,NC,28387,US,(910) 246-0269,35.1800149,-79.4313312,Sun:12:00PM -  6:00PM; ,,0
The Shops at Magic Valley Mall,2491,"1239 Pole Line Road East, Suite 302",,Twin Falls,ID,83301,US,(208) 734-8342,42.5931813,-114.4589564,Sun:12:00PM -  5:00PM; ,,0
The Outlets at Sands Bethlehem,2492,"77 Sands Boulevard, Suite 231",,Bethlehem,PA,18015,US,(610) 866-3921,40.6148908,-75.3592434,Sun - Thu:10:00AM -  9:00PM; ,,0
Lawrence Farms Market Square,2493,1083 US Rte 9,,Fishkill,NY,12524,US,(845) 296-0904,41.5619839,-73.904848,Sun:11:00AM -  5:00PM; ,,0
Viejas Outlet Center,2494,"5001 Willows Rd, Suite 308",,Alpine,CA,91901,US,(619) 445-3936,32.8402323,-116.708297,Mon - Thu:10:00AM -  9:00PM; ,,0
Edinburgh Premium Outlets,2495,"3035 Outlet Drive, Space E080",,Edinburgh,IN,46124,US,(812) 526-6175,39.3542176,-85.9666577,Sun:10:00AM -  7:00PM; ,,0
Round Rock Premium Outlets,2496,"4401 N IH 35, Suite 757",,Round Rock,TX,78664,US,(512) 864-0347,30.5682805,-97.6898302,Sun:12:00PM -  6:00PM; ,,0
Folsom Premium Outlets,2497,"13000 Folsom Boulevard, Suite 902",,Folsom,CA,95630,US,(916) 985-2593,38.643849,-121.188752,Sun:10:00AM -  7:00PM; ,,0
Allen Premium Outlets,2498,"820 W Stacy Rd, Ste 410",,Allen,TX,75013,US,(972) 678-2612,33.1326357,-96.6588744,Sun:11:00AM -  6:00PM; ,,0
Abercorn Walk,2499,"5525 Abercorn St, Ste 150",,Savannah,GA,31405,US,(912) 354-6653,32.024832,-81.1111707,Sun:12:00PM -  6:00PM; ,,0
The Colonnade at State College,2500,19 Colonnade Way,,State College,PA,16803,US,(814) 237-0697,40.8102894,-77.9060932,Sun:11:00AM -  5:00PM; ,,0
FlatIron Crossing,2501,"One West FlatIron Crossin, Ste 1010",,Broomfield,CO,80021,US,(303) 439-7235,39.9332181,-105.1329803,Sun:11:00AM -  6:00PM; ,,0
Lincolnshire Commons,2502,"970 Milwaukee Avenue, Ste H",,Lincolnshire,IL,60069,US,(847) 415-2500,42.1816204,-87.9278289,Sun:11:00AM -  5:00PM; ,,0
Park West Village,2503,2121 Village Market PL,,Morrisville,NC,27560,US,(919) 462-7013,35.805273,-78.8153386,Sun:12:00PM -  6:00PM; ,,0
Randolph Park Shopping Center,2504,"1722 S Queen Street, Ste 220",,York,PA,17403,US,(717) 854-4444,39.9418504,-76.7052287,Sun:12:00PM -  6:00PM; ,,0
Houston Galleria,2505,5061 Westheimer Rd,,Houston,TX,77056,US,(713) 627-8700,29.7401314,-95.4641743,Sun:11:00AM -  7:00PM; ,,0
Coral Ridge Mall,2506,"1451 Coral Ridge Ave, Ste 119",,Coralville,IA,52241,US,(319) 354-0089,41.6908901,-91.601858,Sun:11:00AM -  6:00PM; ,,0
Plaza Las Americas,2507,"525 Avenue FD Roosevelt, Ste 448",,San Juan,PR,00918,PR,(787) 758-7522,18.4222397,-65.8364533,Sun:11:00AM -  7:00PM; ,,0
The Greene,2509,98 Plum Street,,Dayton,OH,45440,US,(937) 429-2906,39.6934155,-84.1014311,Sun:12:00PM -  6:00PM; ,,0
Shops of Uptown Park Ridge,2510,158 N Northwest Hhwy,,Park Ridge,IL,60068,US,(847) 292-1513,42.0123756,-87.8318718,Mon - Thu:10:00AM -  6:00PM; ,,0
Kent Station,2511,"441 Ramsay Way, Ste 101",,Kent,WA,98032,US,(253) 850-5440,47.3849174,-122.2358795,Sun:11:00AM -  6:00PM; ,,0
The Shops at Highland Village,2512,"4071 Deer Creek, Ste 110",,Highland Village,TX,75077,US,(972) 317-6405,33.0734188,-97.085364,Sun:12:00PM -  6:00PM; ,,0
The Avenue Murfreesboro,2513,"2615 Medical Center Pkwy, Ste 2060",,Murfreesboro,TN,37129,US,(615) 895-4655,35.8628485,-86.4464451,Sun:12:00PM -  6:00PM; ,,0
2300 Broadway,2514,2300 Broadway,,New York,NY,10024,US,(212) 579-4572,40.7865078,-73.9776372,Sun:11:00AM -  6:00PM; ,,0
Orchard Hills Retail Center,2515,"3989 Portola Pkwy, Bldg 600C",,Irvine,CA,92602,US,(714) 838-0351,33.7333841,-117.7606193,Sun:12:00PM -  6:00PM; ,,0
Pullman Square,2516,22 Pullman Square,,Huntington,WV,25701,US,(304) 523-3323,38.4224509,-82.4439704,Mon - Thu:10:00AM -  9:00PM; ,,0
214 South Park Avenue,2517,214 South Park Avenue,,Winter Park,FL,32789,US,(407) 645-0010,28.5965491,-81.3507438,Sun:11:00AM -  6:00PM; ,,0
Mansfield Crossing,2518,"280 School St, Ste F190",,Mansfield,MA,02048,US,(508) 339-3254,42.0128724,-71.2263291,Sun:11:00AM -  6:00PM; ,,0
Burr Ridge Village Center,2519,595 Village Center Drive,,Burr Ridge,IL,60527,US,(630) 455-6210,41.7527313,-87.912671,Sun:11:00AM -  6:00PM; ,,0
The Orchard (New Hartford),2520,8617 Clinton St,,New Hartford,NY,13413,US,(315) 768-6070,43.0900993,-75.3167659,Sun:11:00AM -  5:00PM; ,,0
The Shoppes at Wyomissing,2521,742 Woodland Road,,Wyomissing,PA,19610,US,(610) 375-3490,40.350272,-75.9653051,Sun:12:00PM -  6:00PM; ,,0
Cordova Mall,2522,"5100 N. 9th Ave, Spc E501B",,Pensacola,FL,32504,US,(850) 473-6804,30.475326,-87.207522,Sun:12:00PM -  6:00PM; ,,0
San Tan Village,2523,"2168 E Williams Field Rd,, Ste 112",,Gilbert,AZ,85295,US,(480) 855-3599,33.3102901,-111.7433091,Sun:12:00PM -  6:00PM; ,,0
The Streets of Indian Lake,2524,"300 Indian Lake Blvd, Bldg, Ste 180",,Hensersonville,TN,37075,US,(615) 824-9208,36.3296544,-86.592292,Sun:12:00PM -  6:00PM; ,,0
Watters Creek at Montgomery Farm,2525,827 Watters Creek Blvd,,Allen,TX,75013,US,(214) 383-3009,33.0891294,-96.6833529,Sun:12:00PM -  6:00PM; ,,0
Philadelphia Premium Outlets,2526,"18 W Lightcap Road, Suite 377",,Pottstown,PA,19464,US,(610) 323-5753,40.236109,-75.5693365,Mon - Thu:10:00AM - 10:00PM; ,,0
Ross Park Mall,2529,"1000 Ross Park Mall Dr, L15A",,Pittsburgh,PA,15237,US,(412) 367-6106,40.5569121,-80.0199562,Sun:11:00AM -  6:00PM; ,,0
Station Park,2530,880 W. Forbush Place,,Farmington,UT,84025,US,(801) 451-7330,40.9838727,-111.9070351,Sun:12:00PM -  6:00PM; ,,0
Opry Mills,2531,"433 Opry Mills Dr, Ste 307",,Nashville,TN,37214,US,(615) 823-3139,36.2033511,-86.6930576,Sun:11:00AM -  7:00PM; ,,0
Potomac Mills,2532,"2700 Potomac Mills Cir, Unit 836",,Woodbridge,VA,22192,US,(703) 490-1017,38.6434618,-77.2953806,Sun:11:00AM -  6:00PM; ,,0
The Outlet Shoppes at Atlanta,2533,"915 Ridgewalk Parkway, Suite 570",,Woodstock,GA,30188,US,(770) 372-1002,34.122282,-84.524156,Sun:11:00AM -  7:00PM; ,,0
Village Pointe Shopping Center,2534,"17255 Davenport Street, Ste 105",,Omaha,NE,68118,US,(402) 289-5341,41.2606989,-96.184381,Sun:12:00PM -  6:00PM; ,,0
Charleston Town Center,2535,2005 Charleston Town Center,,Charleston,WV,25389,US,(304) 342-9931,38.3528519,-81.638184,Sun:12:00PM -  6:00PM; ,,0
102 North Walnut Street,2536,102 North Walnut Street,,Bloomington,IN,47404,US,(812) 339-5942,39.1667757,-86.5332104,Mon - Thu:10:00AM -  8:00PM; ,,0
First & Main,2537,92 1st Street,,Hudson,OH,44236,US,(330) 653-5072,41.2417555,-81.4422509,Sun:11:00AM -  5:00PM; ,,0
Exton Square Mall,2556,"310 Exton Square Mall, Suite 2015",,Exton,PA,19341,US,(610) 524-5801,40.0313446,-75.6238334,Sun:11:00AM -  6:00PM; ,,0
Stamford Town Center,2557,"100 Greyrock Place, G-219",,Stamford,CT,06901,US,(203) 961-9907,41.0530774,-73.5371438,Sun:11:00AM -  6:00PM; ,,0
Kirkwood Mall,2558,711 Kirkwood,,Bismarck,ND,58504,US,(701) 223-6276,46.7964517,-100.7866684,Mon - Fri:10:00AM -  7:00PM; ,,0
Salem Center,2559,"480 Center Street N.E., Suite 1144",,Salem,OR,97301,US,(503) 364-9256,44.942616,-123.036906,Sun:11:00AM -  6:00PM; ,,0
Las Vegas Premium Outlets - South,2560,"7400 Las Vegas Boulevard, Suite 227",,Las Vegas,NV,89123,US,(702) 294-0341,36.0549747,-115.1690569,Sun:9:00AM -  8:00PM; ,,0
Merrimack Premium Outlets,2561,"80 Premium Outlets Blvd, Ste 617",,Merrimack,NH,03054,US,(603) 424-6455,42.8263697,-71.5001266,Mon - Thu:9:00AM -  9:00PM; ,,0
Jackson Premium Outlets,2562,537 Monmouth Rd,,Jackson,NJ,08527,US,(732) 928-0752,40.1616374,-74.4174029,Mon - Thu:10:00AM - 10:00PM; ,,0
Tanger Outlet Center Commerce,2563,800 Steven B. Tanger Boulevard,,Commerce,GA,30529,US,(706) 335-3331,34.2509687,-83.4735576,Sun:10:00AM -  7:00PM; ,,0
Marketstreet Lynnfield,2564,325 Market St,,Lynnfield,MA,01940,US,(781) 334-3085,42.51455,-71.0336889,Sun:11:00AM -  6:00PM; ,,0
Dakota Square Mall,2565,2400 10th St,,Minot,ND,58701,US,(701) 837-8829,48.2057959,-101.311694,Mon - Fri:10:00AM -  7:00PM; ,,0
Vernon Place Shops,2566,707 White Plains Road,,Scarsdale,NY,10583,US,(914) 472-1850,40.9710053,-73.8067214,Sun:12:00PM -  6:00PM; ,,0
The Fashion Mall at Keystone,2567,"8702 Keystone Crossing Blv, Ste 104",,Indianapolis,IN,46240,US,(317) 848-2676,39.9063963,-86.1242881,Sun:12:00PM -  6:00PM; ,,0
Tanger Outlet Center Sevierville,2568,"1645 Parkway, Ste 280",,Sevierville,TN,37862,US,(865) 428-5150,35.8315884,-83.5715521,Sun:10:00AM -  7:00PM; ,,0
Prescott Gateway,2569,"3250 Gateway Blvd, Ste 432",,Prescott,AZ,86303,US,(928) 445-4572,34.5477134,-112.4088605,Sun:11:00AM -  6:00PM; ,,0
Towne Center at Cedar Lodge,2571,"7455 Corporate Boulevard, Ste 400",,Baton Rouge,LA,70809,US,(225) 218-8860,30.424608,-91.1245173,Sun:12:00PM -  6:00PM; ,,0
Summit Fair,2572,"860 NW Blue Parkway, Suite H",,Lee's Summit,MO,64086,US,(816) 795-3772,38.930187,-94.4020314,Sun:12:00PM -  6:00PM; ,,0
LaBoutique Shopping Center,2573,1999 Merrick Road,,Merrick,NY,11566,US,(516) 379-0450,40.6564534,-73.5500735,Sun:11:00AM -  6:00PM; ,,0
La Cumbre Plaza,2574,120 S Hope Ave,,Santa Barbara,CA,93105,US,(805) 569-2050,34.4379253,-119.7479863,Mon - Fri:10:00AM -  6:00PM; ,,0
Shops on Mesa,2575,"5860 N Mesa, Ste 102",,El Paso,TX,79912,US,(915) 587-8111,31.8264446,-106.5237162,Mon:10:00AM -  8:00PM; ,,0
University Square,2576,500 Sagamore Pkwy,,West Lafayette,IN,47906,US,(765) 497-8992,40.4541891,-86.9121069,Mon - Fri:10:00AM -  7:00PM; ,,0
Cornerstone Marketplace,2577,301 Cornerstone Marketplace,,Hot Springs,AR,71913,US,(501) 520-4190,34.5037004,-93.0551795,Sun:12:00PM -  6:00PM; ,,0
Southgate Mall,2578,"2901 Brooks Ave, Ste B13",,Missoula,MT,59801,US,(406) 728-5909,46.8450725,-114.0285821,Sun:11:00AM -  6:00PM; ,,0
Burnt Mills,2579,10733 Colesville Rd,,Silver Springs,MD,20901,US,(301) 681-2670,39.0300431,-77.0058944,Sun:12:00PM -  6:00PM; ,,0
Lincoln Center,2580,6545 Pacific Ave,,Stockton,CA,95207,US,(209) 475-9376,38.0093409,-121.3228799,Sun:10:00AM -  5:00PM; ,,0
The Shoppes at College Hills,2581,"303 Veterans Parkway, Ste 130",,Normal,IL,61761,US,(309) 451-9606,40.5075211,-88.955502,Sun:11:00AM -  6:00PM; ,,0
El Dorado Plaza,2583,"2750 S Central Expwy, Ste 104",,McKinney,TX,75070,US,(214) 504-0019,33.1751824,-96.642483,Sun:12:00PM -  6:00PM; ,,0
Hunt Valley Towne Centre,2584,"116 Shawan Rd, Ste 10",,Hunt Valley,MD,21030,US,(410) 771-8050,39.4971327,-76.6551706,Sun:11:00AM -  6:00PM; ,,0
Crestview Hills Town Center,2585,2836 Town Center Blvd,,Crestview Hills,KY,41017,US,(859) 331-5502,39.0251884,-84.5782418,Sun:12:00PM -  6:00PM; ,,0
Eaglewood Shops,2586,119 Turnpike St,,North Andover,MA,01845,US,(978) 989-9024,42.6767459,-71.1307489,Sun:11:00AM -  6:00PM; ,,0
Orland Park Crossing,2587,"9500 W 143rd Street, Ste 214",,Orland Park,IL,60462,US,(708) 364-0780,41.6315301,-87.851927,Sun:11:00AM -  6:00PM; ,,0
Waldorf Market Place,2588,3076 Waldorf Market Pl,,Waldorf,MD,20603,US,(301) 632-5606,38.6272731,-76.914363,Sun:12:00PM -  5:00PM; ,,0
643 Massachusetts St,2589,643 Massachusetts St,,Lawrence,KS,66044,US,(785) 312-9985,38.9719124,-95.236302,Sun:12:00PM -  6:00PM; ,,0
Firewheel Town Center,2590,275 Cedar Sage Dr,,Garland,TX,75040,US,(972) 496-0400,32.9537909,-96.612244,Sun:12:00PM -  6:00PM; ,,0
The Shops at La Cantera,2591,"15900 La Cantera Pkwy, Bl, Ste 1190",,San Antonio,TX,78256,US,(210) 694-5822,29.6183126,-98.6215649,Sun:12:00PM -  6:00PM; ,,0
The Mall at University Town Center,2592,"140 University Parkway Town Ce, 263",,Sarasota,FL,34243,US,(941) 388-0507,27.384433,-82.4531881,Sun:11:00AM -  6:00PM; ,,0
Westwood Village,2593,"2600 SW Barton St, Ste E2",,Seattle,WA,98126,US,(206) 937-3138,47.5214115,-122.3650881,Sun:11:00AM -  6:00PM; ,,0
NorthPark Center,2594,"8687 N Central Expressway, Ste 750",,Dallas,TX,75225,US,(214) 890-7657,32.8685017,-96.7735125,Sun:12:00PM -  6:00PM; ,,0
Woodburn Premium Outlets,2595,"1001 N Arney Road, Ste 402",,Woodburn,OR,97071,US,(503) 981-1363,45.1562498,-122.8785881,Mon - Thu:9:00AM -  9:00PM; ,,0
The Summit Reno,2596,"13925 S Virginia Street, Ste 224",,Reno,NV,89511,US,(775) 853-2255,39.4065597,-119.7511759,Sun:11:00AM -  6:00PM; ,,0
The Village at Bay Park,2597,"760 Willard Drive, Ste 400",,Ashwabenon,WI,54304,US,(920) 490-3280,44.4858922,-88.061121,Mon - Fri:10:00AM -  7:00PM; ,,0
Columbia Center,2602,"1321 N Columbia Center Bou, Ste 800",,Kenewick,WA,99336,US,(509) 783-1353,46.226354,-119.2279546,Sun:11:00AM -  7:00PM; ,,0
The Village of Rochester Hills,2603,328 N Adams Road,,Rochester Hills,MI,48309,US,(248) 375-5788,42.6847778,-83.1941911,Sun:12:00PM -  6:00PM; ,,0
Santana Row,2604,377 Santana Row,,San Jose,CA,95128,US,(408) 554-9030,37.3198825,-121.9489988,Sun:11:00AM -  6:00PM; ,,0
Park Meadows,2605,"8429 Park Meadows Center D, Ste 123",,Littleton,CO,80124,US,(303) 708-0056,39.5592847,-104.8766218,Sun:11:00AM -  6:00PM; ,,0
Plymouth Meeting Mall,2606,504 West Germantown Pike,,Plymouth Meeting,PA,19462,US,(610) 567-3879,40.1160924,-75.2820717,Sun:11:00AM -  6:00PM; ,,0
Arizona Mills,2607,"5000 Arizona Mills Circle, Sp 380",,Tempe,AZ,85282,US,(480) 775-2830,33.3897576,-111.9343636,Sun:11:00AM -  6:00PM; ,,0
Gilroy Premium Outlets,2608,"8555 San Ysidro Avenue, Ste D060",,Gilroy,CA,95020,US,(408) 848-6190,37.0250971,-121.5669431,Sun:10:00AM -  7:00PM; ,,0
Promenade Temecula,2612,"40756 Winchester Rd, Suite 290",,Temecula,CA,92591,US,(951) 296-5074,33.5263224,-117.1573354,Sun:11:00AM -  7:00PM; ,,0
Desert Hills Premium Outlets,2614,"48400 Seminole Dr, Suite 624",,Cabazon,CA,92230,US,(951) 849-4069,33.9289171,-116.8158445,Sun:10:00AM -  8:00PM; ,,0
Houston Premium Outlets,2615,"29300 Hempstead Rd, Suite 1202",,Cypress,TX,77433,US,(281) 256-0873,29.9968178,-95.7569272,Sun:11:00AM -  7:00PM; ,,0
Forum at Soncy,2619,"3350 S Soncy Rd, Ste 116",,Amarillo,TX,79121,US,(806) 352-4473,35.161643,-101.9379883,Sun:12:00PM -  6:00PM; ,,0
Hillsdale Shopping Center,2620,269 Hillsdale Shopping Center,,San Mateo,CA,94403,US,(650) 350-1010,37.5376138,-122.2995474,Sun:11:00AM -  7:00PM; ,,0
Atlantic Plaza,2621,"777 E Atlantic Ave, Ste B1",,Delray Beach,FL,33483,US,(561) 279-0313,26.4621804,-80.0651741,Sun:11:00AM -  6:00PM; ,,0
The Marketplace,2622,"9000 Ming Avenue, Ste I3",,Bakersfield,CA,93311,US,(661) 663-3992,35.3414141,-119.1033447,Sun:11:00AM -  6:00PM; ,,0
The Promenade Shops at Briargate,2623,"1605 Briargate Pkwy, Ste 115",,Colorado Springs,CO,80920,US,(719) 590-1578,38.9639232,-104.8035997,Sun:11:00AM -  6:00PM; ,,0
Short Pump Town Center,2624,"11800 W Broad St, Ste 2324",,Richmond,VA,23233,US,(804) 360-7309,37.6568884,-77.6201591,Sun:11:00AM -  6:00PM; ,,0
The Shops at Rossmoor,2625,"12217 Seal Beach Blvd, Spc # 217",,Seal Beach,CA,90740,US,(562) 430-1199,33.7849867,-118.0733683,Sun:12:00PM -  6:00PM; ,,0
Galleria (Edina),2626,3585 Galleria,,Edina,MN,55435,US,(952) 253-0560,44.8771014,-93.3265341,Mon - Fri:10:00AM -  8:00PM; ,,0
Mall of Georgia,2627,"3333 Buford Drive, Ste VC01A",,Buford,GA,30519,US,(770) 831-0406,34.0651493,-83.9847659,Sun:12:00PM -  6:00PM; ,,0
The Shoppes at Old Bridge,2628,"3837 US Hwy 9, Spc I",,Old Bridge,NJ,08857,US,(732) 591-7505,40.366206,-74.3025666,Sun:11:00AM -  6:00PM; ,,0
Lehigh Valley Mall,2629,911 Lehigh Lifestyle Ctr,,Whitehall,PA,18052,US,(610) 266-0179,40.6572331,-75.4985521,Sun:11:00AM -  6:00PM; ,,0
Bridge Street Town Centre (Huntsvil,2630,"340 The Bridge Street, Ste 100",,Huntsville,AL,35806,US,(256) 327-8310,34.7174527,-86.6731849,Mon - Thu:10:00AM - 10:00PM; ,,0
The Fountains,2631,"1013 Galleria Boulevard, Ste 100",,Roseville,CA,95678,US,(916) 784-1707,38.7675389,-121.2690734,Sun:11:00AM -  6:00PM; ,,0
SouthPark Mall (OH),2632,"500 Southpark Center, HL 82",,Strongsville,OH,44136,US,(440) 878-0063,41.3198259,-81.8115051,Sun:12:00PM -  6:00PM; ,,0
The Shops at Pembroke Gardens,2633,329 SW 145th Ter,,Pembroke Pines,FL,33027,US,(954) 431-8553,26.0052569,-80.3364768,Sun:11:00AM -  7:00PM; ,,0
The Streets of Cranberry,2634,"20412 Route 19, Ste 330",,Cranberry Township,PA,16066,US,(724) 776-2850,40.6943811,-80.1024818,Sun:12:00PM -  6:00PM; ,,0
East Lake Street,2635,701 E Lake Street,,Wayzata,MN,55391,US,(952) 476-1812,44.969314,-93.510991,Mon - Fri:10:00AM -  6:00PM; ,,0
Red Cliffs Mall,2636,"446 N 1680 East, Ste 1300",,St George,UT,84790,US,(435) 251-9590,37.1158692,-113.5471356,Sun:12:00PM -  6:00PM; ,,0
Eden Prairie Center,2637,"8251 Flying Cloud Dr, Ste. 1288",,Eden Prairie,MN,55344,US,(952) 697-3128,44.8543467,-93.425001,Sun:11:00AM -  6:00PM; ,,0
Greenwood Park Mall,2638,"1251 US 31 North, Spc P100",,Greenwood,IN,46142,US,(317) 887-2902,39.6326233,-86.1205805,Sun:11:00AM -  6:00PM; ,,0
Town Square Las Vegas,2639,"6671 Las Vegas Boulevard S, Ste 116",,Las Vegas,NV,89119,US,(702) 361-4904,36.0677531,-115.1761077,Mon - Thu:10:00AM - 10:00PM; ,,0
Milford Marketplace,2640,1668 Boston Post Rd,,Milford,CT,06460,US,(203) 878-4177,41.2484919,-73.0264543,Sun:11:00AM -  6:00PM; ,,0
The Old Farm Shops,2649,1701 1703 W Kirby Avenue,,Champaign,IL,61821,US,(217) 378-8701,40.097594,-88.275372,Mon - Tue:8:00AM -  8:00PM; ,,0
Crocker Park,2650,129 Main St.,,Westlake,OH,44145,US,(440) 871-6705,41.458963,-81.9518361,Sun:11:00AM -  6:00PM; ,,0
The Town Center at Levis Commons,2651,3135 Levis Commons Boulevard,,Perrysburg,OH,43551,US,(419) 874-3249,41.5278815,-83.6396307,Sun:12:00PM -  6:00PM; ,,0
Shoppes at Bellemead,2652,"6535 Youree Dr, Ste 101",,Shreveport,LA,71105,US,(318) 797-1414,32.4473033,-93.7194106,Sun:12:00PM -  6:00PM; ,,0
Simpson Plaza,2654,4249 South Broadway,,Tyler,TX,75701,US,(903) 939-8224,32.303374,-95.3013699,Sun:12:00PM -  6:00PM; ,,0
The Eastern Shore Centre,2655,"30500 State Highway 181, Ste 210",,Spanish Fort,AL,36527,US,(251) 625-0700,30.669982,-87.8491428,Sun:12:00PM -  6:00PM; ,,0
Shoppes at Susquehanna Marketplace,2656,2585 Brindle Dr,,Harrisburg,PA,17110,US,(717) 652-3040,40.3040812,-76.8439439,Sun:11:00AM -  6:00PM; ,,0
The Crossroads,2657,"6650 S Westnedge, Ste 128",,Portage,MI,49024,US,(269) 324-1680,42.2202087,-85.5941737,Sun:12:00PM -  6:00PM; ,,0
Hamilton Corner,2658,2115 Gunbarrel Rd,,Chattanooga,TN,37421,US,(423) 954-3988,35.0342165,-85.1540503,Sun:12:00PM -  6:00PM; ,,0
271 Main Street (Los Altos),2659,271 Main Street,,Los Altos,CA,94022,US,(650) 947-9756,37.378317,-122.1162297,Sun:12:00PM -  5:00PM; ,,0
Two Congress Park,2660,329 Broadway,,Saratoga Springs,NY,12866,US,(518) 587-1530,43.0794339,-73.7859243,Sun:11:00AM -  5:00PM; ,,0
Victoria Gardens,2661,12520 S Mainstreet,,Rancho Cucamonga,CA,91739,US,(909) 646-9808,34.1108398,-117.5326808,Mon - Thu:10:00AM - 10:00PM; ,,0
Oak Hollow Village Shopping Center,2662,"1231 Eastchester Dr, Ste 109",,High Point,NC,27265,US,(336) 887-6298,35.9960353,-79.9964528,Mon - Fri:10:00AM -  6:00PM; ,,0
